,corp_code,corp_name,stock_code,modify_date
51309,01438291,대신자산신탁, ,20210215
51310,01028067,비와이, ,20210215
51311,01484193,우리들병원제이차, ,20200602
51312,01030974,코텍, ,20200602
51313,01485101,이지스제222호전문투자형사모부동산투자회사, ,20200608
51314,01485165,엠스퀘어하안제일차, ,20200608
51315,01485174,슈프림하안, ,20200608
51316,01485226,이지스제103호전문투자형사모부동산투자, ,20200608
51317,00694979,디앤디프라퍼티매니지먼트, ,20200608
51318,01484555,한영, ,20200608
51319,00185657,동화상협, ,20200716
51320,01496602,휴먼스토리에프에스, ,20200907
51321,01497124,캡스톤파트너스, ,20200907
51322,01496958,현대세신, ,20200907
51323,01494446,파란엘림, ,20200907
51324,01497221,아이에이제십이차유동화전문유한회사, ,20200908
51325,01497230,유아이제이십팔차유동화전문유항회사, ,20200908
51326,01343470,카인사이언스, ,20201008
51327,01505195,좋은기름나라, ,20201012
51328,01505681,평산파트너스, ,20201012
51329,00649492,미립회계법인, ,20200601
51330,01483538,슈퍼시리즈제구차유동화전문유한회사, ,20200601
51331,01129904,신보2016제3차유동화전문유한회사, ,20200601
51332,01130016,신보2016제2차유동화전문유한회사, ,20200601
51333,01484430,에이치제이동자제일차, ,20200603
51334,01484458,베코블루밍제칠차, ,20200603
51335,01484467,해운대백병원지원, ,20200603
51336,01484476,에이블스케일업제일차, ,20200603
51337,01484485,안다미래에셋하우징제2호전문투자형사모부동산투자, ,20200603
51338,01484494,내셔널리소스제이차, ,20200603
51339,01032574,동부인천스틸, ,20200603
51340,01499043,피에이치비제구차유동화전문유한회사, ,20200911
51341,01498707,세한이엔씨, ,20200911
51342,01499210,디자인그룹유원, ,20200911
51343,01510975,커버플러스제일차, ,20201105
51344,01432525,액트퍼스트, ,20210208
51345,01137480,엔엔알호텔즈인터내셔널코리아, ,20210208
51346,00936219,만도차이나홀딩스, ,20210208
51347,00525998,도스코, ,20210208
51348,01452079,트루본, ,20210209
51349,00768706,알파라발한국홀딩, ,20210209
51350,00487999,영신디엔씨, ,20210209
51351,00249070,한국알파라발, ,20210209
51352,00665409,남양부직포, ,20210209
51353,00921387,우리와, ,20210209
51354,00645964,푸른군산지키미, ,20210209
51355,01296172,정동산업, ,20210209
